Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
704,Martin Skoula\skoulma01,27,MIN,D,81,0,15,15,9,36,4.9,0,0,0,0,14,1,0,91,0.0,1639,20:14
705,Karlis Skrastins\skraska01,32,COL,D,68,0,11,11,0,30,2.1,0,0,0,0,11,0,0,65,0.0,1443,21:14
706,Jim Slater\slateji01,24,ATL,C,74,5,14,19,8,62,1.4,5,0,0,2,13,1,0,90,5.6,757,10:14
707,Ladislav Smid\smidla01,20,EDM,D,77,3,7,10,-16,37,2.6,3,0,0,0,6,1,0,53,5.7,1481,19:14
708,Jason Smith\smithja01,33,EDM,D,82,2,9,11,-13,103,3.3,2,0,0,1,9,0,0,61,3.3,1733,21:08
709,Mark Smith\smithma01,29,SJS,C,41,3,10,13,-4,42,0.8,1,2,0,0,8,2,0,38,7.9,427,10:25
710,Nathan Smith\smithna02,24,VAN,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,9,8:45
711,Wyatt Smith\smithwy01,29,MIN,C,61,3,3,6,-8,16,-0.3,2,1,0,0,3,0,0,44,6.8,580,9:31
712,Jerred Smithson\smithje01,27,NSH,C,64,5,7,12,-8,42,0.0,3,1,1,2,7,0,0,47,10.6,707,11:03
713,Bryan Smolinski\smolibr01,35,TOT,C,82,18,26,44,7,37,4.2,8,6,4,3,19,6,1,163,11.0,1475,17:59
714,Ryan Smyth\smythry01,30,TOT,LW,71,36,32,68,2,52,8.4,20,15,1,5,24,7,1,210,17.1,1472,20:44
715,Brent Sopel\sopelbr01,30,TOT,D,64,5,23,28,2,24,5.1,3,2,0,2,16,6,1,131,3.8,1297,20:16
716,Sheldon Souray\sourash01,30,MTL,D,81,26,38,64,-28,135,9.5,6,19,1,6,7,29,2,224,11.6,1878,23:11
717,Jaroslav Spacek\spaceja01,32,BUF,D,65,5,16,21,20,62,4.1,4,1,0,2,8,8,0,78,6.4,1245,19:09
718,Jason Spezza\spezzja01,23,OTT,C,67,34,53,87,19,45,10.4,20,13,1,5,32,20,1,162,21.0,1292,19:17
719,Janis Sprukts\sprukja01,25,FLA,C,13,1,2,3,1,2,0.3,1,0,0,0,1,1,0,10,10.0,82,6:19
720,Martin St. Louis*\stlouma01,31,TBL,RW,82,43,59,102,7,28,11.8,24,14,5,7,37,16,6,273,15.8,1981,24:09
721,Martin St. Pierre\stpiema01,23,CHI,C,14,1,3,4,-3,8,0.1,0,1,0,0,3,0,0,13,7.7,175,12:29
722,Eric Staal\staaler01,22,CAR,C,82,30,40,70,-6,68,7.1,17,12,1,1,26,14,0,288,10.4,1650,20:08
723,Jordan Staal\staaljo01,18,PIT,C,81,29,13,42,16,24,5.6,18,4,7,4,9,2,2,131,22.1,1210,14:56
724,Drew Stafford\staffdr01,21,BUF,RW,41,13,14,27,5,33,3.0,10,3,0,3,13,1,0,67,19.4,539,13:08
725,Steve Staios\staiost01,33,EDM,D,58,2,15,17,-5,97,3.7,2,0,0,0,13,2,0,71,2.8,1240,21:23
726,Matt Stajan\stajama01,23,TOR,C,82,10,29,39,3,44,2.4,8,1,1,1,23,6,0,132,7.6,1324,16:09
727,Paul Stastny\stastpa01,21,COL,C,82,28,50,78,4,42,8.1,17,11,0,6,29,20,1,185,15.1,1490,18:10
728,Yan Stastny\stastya01,24,BOS,C,21,0,2,2,-3,19,-0.2,0,0,0,0,2,0,0,7,0.0,157,7:28
729,David Steckel\steckda01,24,WSH,LW,5,0,0,0,-2,2,-0.2,0,0,0,0,0,0,0,4,0.0,62,12:26
730,Alex Steen\steenal01,22,TOR,C,82,15,20,35,5,26,2.7,11,4,0,5,16,3,1,192,7.8,1287,15:42
731,Patrik Stefan\stefapa01,26,DAL,C,41,5,6,11,5,10,1.1,4,0,1,1,6,0,0,41,12.2,501,12:13
732,Lee Stempniak\stemple01,23,STL,RW,82,27,25,52,-2,33,5.8,19,8,0,4,14,11,0,166,16.3,1207,14:43
733,Shay Stephenson\stephsh01,23,LAK,LW,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,15,7:19
734,Anthony Stewart\stewaan01,22,FLA,C,10,0,1,1,1,2,0.0,0,0,0,0,1,0,0,8,0.0,69,6:51
735,Karl Stewart\stewaka01,23,TOT,LW,47,2,3,5,-5,47,-0.2,1,0,1,0,3,0,0,21,9.5,407,8:40
736,Cory Stillman\stillco01,33,CAR,LW,43,5,22,27,-8,24,1.7,4,1,0,0,10,12,0,85,5.9,749,17:25
737,Jarret Stoll\stollja01,24,EDM,C,51,13,26,39,2,48,4.1,6,6,1,2,14,11,1,115,11.3,928,18:12
738,Zack Stortini\stortza01,21,EDM,RW,29,1,0,1,-7,105,-0.4,1,0,0,0,0,0,0,17,5.9,207,7:09
739,Martin Straka\strakma01,34,NYR,C,77,29,41,70,16,24,8.2,21,8,0,6,20,20,1,165,17.6,1536,19:57
740,Mark Streit\streima01,29,MTL,D,76,10,26,36,-5,14,5.7,7,2,1,1,14,12,0,102,9.8,1065,14:01
741,Jason Strudwick\strudja01,31,NYR,D,8,0,0,0,0,2,0.1,0,0,0,0,0,0,0,3,0.0,109,13:40
742,Brad Stuart\stuarbr02,27,TOT,D,75,7,15,22,-10,44,3.8,6,1,0,2,13,1,1,109,6.4,1716,22:53
743,Mark Stuart\stuarma01,22,BOS,D,15,0,1,1,7,14,0.8,0,0,0,0,1,0,0,4,0.0,156,10:23
744,Jozef Stümpel\stumpjo01,34,FLA,C,73,23,34,57,2,22,5.6,12,9,2,4,18,16,0,131,17.6,1396,19:07
745,Marco Sturm\sturmma01,28,BOS,LW,76,27,17,44,-24,46,4.1,15,10,2,1,9,8,0,224,12.1,1413,18:36
746,Alexander Suglobov\sugloal01,25,TOR,RW,14,0,0,0,-6,4,-0.5,0,0,0,0,0,0,0,17,0.0,104,7:25
747,Steve Sullivan\sullist01,32,NSH,RW,57,22,38,60,16,20,6.9,13,6,3,4,20,17,1,122,18.0,1107,19:25
748,Mats Sundin*\sundima01,35,TOR,C,75,27,49,76,-2,62,7.3,20,6,1,3,21,28,0,321,8.4,1535,20:28
749,Ryan Suter\suterry01,22,NSH,D,82,8,16,24,10,54,5.4,7,1,0,0,6,8,2,87,9.2,1652,20:09
750,Brian Sutherby\suthebr01,24,WSH,C,69,7,10,17,-9,78,0.3,6,1,0,0,10,0,0,87,8.0,945,13:41
751,Andy Sutton\suttoan01,31,ATL,D,55,2,14,16,6,76,3.1,1,0,1,0,13,1,0,51,3.9,1070,19:28
752,Marek Svatos\svatoma01,24,COL,RW,66,15,15,30,1,46,3.1,7,8,0,2,12,3,0,179,8.4,825,12:30
753,Alexander Svitov\svitoal01,24,CBJ,C,76,7,11,18,-10,145,0.5,6,1,0,2,8,3,0,83,8.4,1047,13:47
754,Darryl Sydor\sydorda01,34,DAL,D,74,5,16,21,-4,36,5.0,3,2,0,1,12,4,0,75,6.7,1491,20:09
755,Petr Sykora\sykorpe01,30,EDM,C,82,22,31,53,-20,40,4.9,16,6,0,6,12,19,0,206,10.7,1366,16:40
756,Danny Syvret\syvreda01,21,EDM,D,16,0,1,1,-10,6,-0.2,0,0,0,0,1,0,0,15,0.0,296,18:28
757,Jeff Taffe\taffeje01,25,PHX,LW,17,4,2,6,-7,2,0.3,3,1,0,0,0,2,0,34,11.8,241,14:12
758,Maxime Talbot\talboma01,22,PIT,C,75,13,11,24,-2,53,1.7,9,0,4,4,10,1,0,88,14.8,1042,13:54
759,Barry Tallackson\tallaba01,23,NJD,RW,3,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,3,0.0,36,12:06
760,Henrik Tallinder\tallihe01,28,BUF,D,47,4,10,14,19,34,3.3,4,0,0,0,10,0,0,34,11.8,993,21:07
761,Jeff Tambellini\tambeje01,22,NYI,LW,23,2,7,9,6,6,1.0,2,0,0,0,7,0,0,20,10.0,166,7:14
762,David Tanabe\tanabda01,26,CAR,D,60,5,12,17,5,44,3.7,3,2,0,0,8,4,0,83,6.0,1068,17:48
763,Alex Tanguay\tangual01,27,CGY,LW,81,22,59,81,12,44,8.2,17,5,0,0,43,16,0,107,20.6,1431,17:40
764,Nick Tarnasky\tarnani01,22,TBL,C,77,5,4,9,-6,80,0.3,5,0,0,1,4,0,0,41,12.2,500,6:30
765,Tim Taylor\tayloti01,37,TBL,C,71,1,5,6,-5,16,-0.5,1,0,0,1,5,0,0,59,1.7,562,7:55
766,Petr Tenkrat\tenkrpe01,29,BOS,RW,64,9,5,14,-16,34,0.4,7,2,0,1,4,1,0,82,11.0,801,12:31
767,Bill Thomas\thomabi01,23,PHX,RW,24,8,6,14,-6,2,1.4,4,4,0,1,3,3,0,60,13.3,324,13:29
768,Nate Thompson\thompna01,22,BOS,C,4,0,0,0,0,0,0.0,0,0,0,0,0,0,0,5,0.0,19,4:46
769,Chris Thorburn\thorbch01,23,PIT,C,39,3,2,5,1,69,0.3,3,0,0,1,2,0,0,40,7.5,308,7:54
770,Patrick Thoresen\thorepa01,23,EDM,LW,68,4,12,16,-1,52,0.9,3,0,1,2,10,2,0,73,5.5,777,11:25
771,Joe Thornton\thornjo01,27,SJS,C,82,22,92,114,24,44,12.2,12,10,0,5,48,44,0,213,10.3,1666,20:19
772,Scott Thornton\thornsc01,36,LAK,LW,58,7,6,13,-15,85,0.1,6,0,1,0,4,1,1,65,10.8,719,12:24
773,Shawn Thornton\thornsh01,29,ANA,LW,48,2,7,9,3,88,0.5,2,0,0,0,6,1,0,60,3.3,405,8:26
774,Jussi Timonen\timonju01,23,PHI,D,14,0,4,4,-10,6,-0.2,0,0,0,0,4,0,0,8,0.0,199,14:11
775,Kimmo Timonen\timonki01,31,NSH,D,80,13,42,55,20,42,9.9,5,8,0,2,23,18,1,121,10.7,1748,21:51
776,Daniel Tjarnqvist\tjarnda01,30,EDM,D,37,3,12,15,3,30,3.5,1,2,0,0,7,4,1,33,9.1,840,22:42
777,Mathias Tjarnqvist\tjarnma01,27,TOT,LW,44,6,7,13,-5,6,0.8,5,0,1,0,7,0,0,44,13.6,552,12:33
778,Keith Tkachuk\tkachke01,34,TOT,LW,79,27,31,58,11,126,6.6,17,10,0,4,21,9,1,196,13.8,1382,17:29
779,Ole-Kristian Tollefsen\tolleol01,22,CBJ,D,70,2,3,5,2,123,2.3,1,1,0,0,3,0,0,39,5.1,996,14:14
780,Jordin Tootoo\tootojo01,23,NSH,RW,65,3,6,9,-11,116,-0.3,3,0,0,0,6,0,0,77,3.9,546,8:24
781,Raffi Torres\torrera01,25,EDM,LW,82,15,19,34,-7,88,3.1,14,1,0,0,19,0,0,154,9.7,1175,14:19
782,Yannick Tremblay\trembya01,31,VAN,D,12,1,2,3,-6,12,0.2,0,1,0,0,0,2,0,30,3.3,153,12:44
783,Darcy Tucker\tuckeda01,31,TOR,RW,56,24,19,43,-11,81,4.4,9,15,0,6,13,6,0,143,16.8,996,17:47
784,Lauri Tukonen\tukonla01,20,LAK,RW,4,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,1,0.0,26,6:33
785,Pierre Turgeon\turgepi01,37,COL,C,17,4,3,7,-1,10,0.8,3,1,0,0,1,2,0,31,12.9,173,10:10
786,Oleg Tverdovsky\tverdol01,30,LAK,D,26,0,4,4,-10,10,-0.1,0,0,0,0,2,2,0,26,0.0,308,11:50
787,Fedor Tyutin\tyutife01,23,NYR,D,66,2,12,14,-8,44,2.7,0,1,1,0,10,1,1,75,2.7,1322,20:02
788,R.J. Umberger\umberrj01,24,PHI,C,81,16,12,28,-32,41,1.2,12,2,2,1,8,1,3,134,11.9,1178,14:32
789,Scottie Upshall\upshasc01,23,TOT,RW,32,8,8,16,3,26,1.7,6,1,1,4,6,2,0,87,9.2,472,14:45
790,Ossi Vaananen\vaanaos01,26,COL,D,74,2,6,8,6,69,2.2,2,0,0,1,6,0,0,32,6.3,1060,14:20
791,Mike Van Ryn\vanrymi01,27,FLA,D,78,4,25,29,-5,64,4.1,3,1,0,0,15,9,1,121,3.3,1649,21:08
792,Jim Vandermeer\vandeji01,26,CHI,D,46,1,6,7,-3,53,1.5,1,0,0,0,5,1,0,50,2.0,820,17:50
793,Thomas Vanek\vanekth01,23,BUF,LW,82,43,41,84,47,40,11.6,28,15,0,5,34,7,0,237,18.1,1376,16:47
794,Josef Vasicek\vasicjo01,26,TOT,C,63,6,16,22,-5,51,1.1,6,0,0,0,12,3,1,77,7.8,843,13:23
795,Stephane Veilleux\veillst01,25,MIN,LW,75,7,11,18,3,47,1.3,7,0,0,1,10,0,1,84,8.3,922,12:17
796,Antoine Vermette\vermean01,24,OTT,C,77,19,20,39,-2,52,3.3,14,2,3,2,16,3,1,151,12.6,1210,15:42
797,J.P. Vigier\vigiejp01,30,ATL,RW,72,5,8,13,0,27,0.4,5,0,0,0,7,0,1,83,6.0,792,11:00
798,Vitaly Vishnevski\vishnvi01,26,TOT,D,67,3,10,13,-4,41,2.2,3,0,0,0,9,0,1,47,6.4,1154,17:13
799,Lubomir Visnovsky\visnolu01,30,LAK,D,69,18,40,58,1,26,9.5,10,8,0,0,15,25,0,159,11.3,1687,24:27
800,Marc-Edouard Vlasic\vlasima01,19,SJS,D,81,3,23,26,13,18,6.6,1,2,0,0,12,10,1,66,4.5,1798,22:12
801,Anton Volchenkov\volchan01,24,OTT,D,78,1,18,19,37,67,5.4,1,0,0,0,13,1,4,85,1.2,1660,21:17
802,Radim Vrbata\vrbatra01,25,CHI,RW,77,14,27,41,-4,26,3.3,9,5,0,2,20,6,1,215,6.5,1300,16:53
803,David Výborný\vyborda01,32,CBJ,RW,82,16,48,64,6,60,5.8,10,6,0,2,27,21,0,158,10.1,1668,20:20
804,Matt Walker\walkema01,26,STL,D,48,0,5,5,7,72,1.6,0,0,0,0,5,0,0,34,0.0,732,15:15
805,Scott Walker\walkesc01,33,CAR,RW,81,21,30,51,-10,45,4.7,15,6,0,6,24,6,0,183,11.5,1310,16:10
806,Niclas Wallin\wallini01,31,CAR,D,67,2,8,10,-2,48,2.3,2,0,0,0,8,0,0,76,2.6,1242,18:33
807,Derrick Walser\walsede01,28,CBJ,D,9,2,0,2,-1,0,0.5,0,2,0,0,0,0,0,10,20.0,110,12:14
808,Ben Walter\waltebe01,22,BOS,C,4,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,25,6:11
809,Wes Walz\walzwe01,36,MIN,C,62,9,15,24,3,30,2.2,8,0,1,1,15,0,0,77,11.7,923,14:53
810,Kyle Wanvig\wanviky01,26,TBL,RW,4,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,21,5:12
811,Aaron Ward\wardaa01,34,TOT,D,80,4,12,16,-11,75,3.2,4,0,0,0,12,0,0,62,6.5,1614,20:11
812,Jason Ward\wardja01,28,TOT,RW,70,8,11,19,-15,40,0.7,7,0,1,1,9,1,1,108,7.4,883,12:37
813,Joel Ward\wardjo02,26,MIN,RW,11,0,1,1,0,0,0.0,0,0,0,0,1,0,0,12,0.0,85,7:42
814,Rhett Warrener\warrerh01,31,CGY,D,62,4,6,10,6,67,2.5,2,1,1,1,5,0,1,31,12.9,1062,17:08
815,Mike Weaver\weavemi01,28,LAK,D,39,3,6,9,-4,16,1.5,2,1,0,1,6,0,0,22,13.6,598,15:20
816,Shea Weber\webersh01,21,NSH,D,79,17,23,40,13,60,8.1,11,6,0,2,14,8,1,152,11.2,1532,19:23
817,Doug Weight\weighdo01,36,STL,C,82,16,43,59,10,56,5.3,11,5,0,3,28,15,0,123,13.0,1500,18:17
818,Mattias Weinhandl\weinhma01,26,MIN,RW,12,1,1,2,-2,10,0.1,1,0,0,0,1,0,0,3,33.3,78,6:28
819,Stephen Weiss\weissst01,23,FLA,C,74,20,28,48,-1,28,4.5,10,10,0,1,15,11,2,176,11.4,1266,17:07
820,Noah Welch\welchno01,24,TOT,D,24,2,1,3,4,24,1.1,2,0,0,0,1,0,0,18,11.1,335,13:57
821,Kyle Wellwood\wellwky01,23,TOR,C,48,12,30,42,3,0,4.0,5,7,0,2,16,14,0,99,12.1,798,16:38
822,Glen Wesley\weslegl01,38,CAR,D,68,1,12,13,11,56,3.3,0,0,1,1,10,1,1,51,2.0,1060,15:35
823,Duvie Westcott\westcdu01,29,CBJ,D,23,4,6,10,-13,18,1.1,2,2,0,1,2,4,0,34,11.8,509,22:09
824,Erik Westrum\westrer01,27,TOR,C,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,7,3:31
825,Colin White\whiteco01,29,NJD,D,69,0,8,8,-8,69,3.0,0,0,0,0,8,0,0,47,0.0,1550,22:28
826,Ian White\whiteia01,22,TOR,D,76,3,23,26,8,40,4.2,2,1,0,1,18,5,0,138,2.2,1408,18:32
827,Todd White\whiteto02,31,MIN,C,77,13,31,44,8,24,4.3,6,6,1,1,22,8,1,162,8.0,1326,17:13
828,Ray Whitney\whitnra01,34,CAR,LW,81,32,51,83,-5,46,9.0,26,6,0,6,27,24,0,215,14.9,1515,18:42
829,Ryan Whitney\whitnry01,23,PIT,D,81,14,45,59,9,77,9.8,5,9,0,2,20,24,1,129,10.9,1939,23:56
830,Dennis Wideman\widemde01,23,TOT,D,75,6,19,25,-10,71,3.7,2,4,0,1,8,11,0,122,4.9,1458,19:26
831,Jason Williams\willija01,26,TOT,C,78,15,17,32,1,44,2.8,9,5,1,2,14,3,0,149,10.1,1203,15:26
832,Jeremy Williams\willije01,23,TOR,RW,1,1,0,1,1,0,0.2,1,0,0,0,0,0,0,3,33.3,7,7:18
833,Justin Williams\williju01,25,CAR,RW,82,33,34,67,-11,73,6.8,19,12,2,8,19,12,3,258,12.8,1710,20:51
834,Brian Willsie\willsbr01,28,LAK,RW,81,11,10,21,-20,49,0.5,9,2,0,1,8,2,0,131,8.4,1084,13:23
835,Brad Winchester\winchbr01,25,EDM,LW,59,4,5,9,-10,86,0.2,4,0,0,0,5,0,0,66,6.1,476,8:04
836,James Wisniewski\wisnija01,22,CHI,D,50,2,8,10,3,39,2.6,2,0,0,0,7,1,0,55,3.6,950,19:00
837,Brendan Witt\wittbr01,31,NYI,D,81,1,13,14,14,131,3.7,1,0,0,0,13,0,0,75,1.3,1753,21:39
838,Wojtek Wolski\wolskwo01,20,COL,LW,76,22,28,50,2,14,5.2,15,7,0,2,17,10,1,165,13.3,1180,15:31
839,Jeff Woywitka\woywije01,23,STL,D,34,1,6,7,4,12,1.5,1,0,0,0,6,0,0,28,3.6,502,14:45
840,Andy Wozniewski\woznian01,26,TOR,D,15,0,2,2,-1,14,0.2,0,0,0,0,2,0,0,10,0.0,209,13:55
841,Keith Yandle\yandlke01,20,PHX,D,7,0,2,2,0,8,0.3,0,0,0,0,0,2,0,10,0.0,141,20:10
842,Alexei Yashin\yashial01,33,NYI,C,58,18,32,50,6,44,5.2,13,5,0,3,16,16,0,203,8.9,990,17:04
843,Stephane Yelle\yellest01,32,CGY,C,56,10,14,24,5,32,2.1,8,1,1,1,12,0,2,55,18.2,819,14:37
844,Jason York\yorkja01,36,BOS,D,49,1,7,8,-14,32,0.6,1,0,0,0,6,0,1,27,3.7,641,13:04
845,Mike York\yorkmi01,29,TOT,LW,66,10,11,21,-18,22,0.9,8,2,0,2,10,1,0,87,11.5,825,12:30
846,Bryan Young\youngbr02,20,EDM,D,15,0,0,0,-8,10,-0.4,0,0,0,0,0,0,0,2,0.0,152,10:06
847,Travis Zajac\zajactr01,21,NJD,C,80,17,25,42,1,16,4.2,11,6,0,2,19,6,0,134,12.7,1283,16:03
848,Greg Zanon\zanongr01,26,NSH,D,66,3,5,8,16,32,3.3,3,0,0,0,5,0,0,43,7.0,1144,17:20
849,Richard Zednik\zedniri01,31,TOT,LW,42,7,14,21,-6,18,1.5,6,1,0,1,9,5,0,83,8.4,631,15:01
850,John Zeiler\zeilejo01,24,LAK,RW,23,1,2,3,-2,22,0.0,1,0,0,0,2,0,0,12,8.3,198,8:36
851,Henrik Zetterberg\zettehe01,26,DET,LW,63,33,35,68,26,36,9.2,21,11,1,10,20,13,2,224,14.7,1313,20:50
852,Nikolai Zherdev\zherdni01,22,CBJ,RW,71,10,22,32,-19,26,1.7,7,3,0,2,13,9,0,164,6.1,1152,16:13
853,Alexei Zhitnik\zhitnal01,34,TOT,D,79,7,31,38,1,92,6.4,4,3,0,2,19,11,1,132,5.3,1904,24:06
854,Marek Zidlicky\zidlima01,29,NSH,D,79,4,26,30,8,72,5.3,2,2,0,1,18,8,0,114,3.5,1558,19:43
855,Mike Zigomanis\zigommi01,26,PHX,C,75,14,9,23,-8,46,1.5,11,2,1,0,8,1,0,142,9.9,1116,14:53
856,Sergei Zubov*\zubovse01,36,DAL,D,78,12,42,54,0,26,10.4,3,9,0,3,11,31,0,156,7.7,2024,25:57
857,Dainius Zubrus\zubruda01,28,TOT,RW,79,24,36,60,-19,62,5.0,14,10,0,4,23,13,0,158,15.2,1540,19:29
858,Andrei Zyuzin\zyuzian01,29,CGY,D,49,1,5,6,-2,30,0.9,1,0,0,0,5,0,0,36,2.8,677,13:49
