,Player,Age,Team,Position,Games Played,Goals,Assists,PTS,+/-,PIM,Point Share,Even Strength Goals,PPG,SHG,GWG,Shots,S%,TOI,ATOI,BLK,HIT,FOW,FO%,Season
365,Patric Hornqvist\hornqpa01,33,PIT,RW,52,17,15,32,9,36,3.9,14,3,0,2,168,10.1,828,15:56,41,107,2,33.3,2019-20
366,Bo Horvat\horvabo01,24,VAN,C,69,22,31,53,-15,21,4.6,10,12,0,2,178,12.4,1362,19:44,66,55,850,57.3,2019-20
367,Brett Howden\howdebr01,21,NYR,C,70,9,10,19,-11,28,0.6,8,1,0,2,64,14.1,920,13:09,67,69,251,48.2,2019-20
368,Filip Hronek\hronefi01,22,DET,D,65,9,22,31,-38,46,3.6,8,1,0,0,125,7.2,1553,23:54,74,105,0,,2019-20
369,Jonathan Huberdeau\huberjo01,26,FLA,LW,69,23,55,78,5,30,8.0,18,5,0,3,152,15.1,1295,18:46,26,51,24,39.3,2019-20
370,Charles Hudon\hudonch01,25,MTL,LW,15,1,1,2,-9,0,-0.3,1,0,0,1,22,4.5,173,11:32,2,25,1,25.0,2019-20
371,Cameron Hughes\hugheca01,23,BOS,C,1,0,0,0,-1,0,-0.1,0,0,0,0,0,,10,9:53,2,1,0,,2019-20
372,Jack Hughes\hugheja03,18,NJD,C,61,7,14,21,-26,10,0.4,3,4,0,2,123,5.7,968,15:52,21,12,167,36.1,2019-20
373,Quinn Hughes\hughequ01,20,VAN,D,68,8,45,53,-10,22,6.5,5,3,0,2,126,6.3,1488,21:53,46,7,0,,2019-20
374,Brad Hunt\huntbr01,31,MIN,D,59,8,11,19,-7,6,2.8,5,3,0,0,106,7.5,893,15:08,39,12,0,,2019-20
375,Dryden Hunt\huntdr01,24,FLA,LW,21,0,4,4,0,24,0.0,0,0,0,0,33,0.0,220,10:30,7,37,0,,2019-20
376,Ben Hutton\huttobe01,26,LAK,D,65,4,12,16,5,14,4.0,4,0,0,1,114,3.5,1187,18:16,76,51,0,,2019-20
377,Zach Hyman\hymanza01,27,TOR,C,51,21,16,37,13,23,4.5,17,3,1,1,106,19.8,974,19:06,23,52,70,43.8,2019-20
378,Alex Iafallo\iafalal01,26,LAK,C,70,17,26,43,1,14,4.2,11,6,0,3,142,12.0,1325,18:56,47,49,11,47.8,2019-20
379,Matt Irwin\irwinma01,32,TOT,D,36,0,3,3,-15,15,-0.5,0,0,0,0,58,0.0,521,14:28,54,80,0,,2019-20
380,Joshua Jacobs\jacobjo01,23,NJD,D,2,0,0,0,1,2,0.1,0,0,0,0,3,0.0,33,16:36,4,3,0,,2019-20
381,Mark Jankowski\jankoma01,25,CGY,C,56,5,2,7,-12,14,-0.2,5,0,0,0,38,13.2,621,11:06,33,14,191,44.8,2019-20
382,Mattias Janmark\janmama02,27,DAL,C,62,6,15,21,-5,12,1.3,4,1,1,0,86,7.0,906,14:37,37,22,30,43.5,2019-20
383,Calle Jarnkrok\jarnkca01,28,NSH,C,64,15,19,34,4,14,3.3,11,2,2,1,136,11.0,1020,15:56,27,28,33,47.1,2019-20
384,Christian Jaros\jarosch01,23,OTT,D,13,0,3,3,-2,6,0.3,0,0,0,0,5,0.0,137,10:31,12,14,0,,2019-20
385,Boone Jenner\jennebo01,26,CBJ,C,70,11,13,24,-14,36,1.2,9,2,0,1,179,6.1,1268,18:07,80,109,644,55.2,2019-20
386,Nick Jensen\jenseni02,29,WSH,D,68,0,8,8,1,13,1.3,0,0,0,0,61,0.0,1212,17:49,71,59,0,,2019-20
387,Ryan Johansen\johanry01,27,NSH,C,68,14,22,36,-5,45,2.8,10,3,1,2,101,13.9,1160,17:03,34,39,549,53.2,2019-20
388,Marcus Johansson\johanma03,29,BUF,C,60,9,21,30,-12,20,1.9,8,1,0,1,87,10.3,1029,17:09,22,39,197,40.1,2019-20
389,Stephen Johns\johnsst03,27,DAL,D,17,2,3,5,0,10,1.1,2,0,0,0,30,6.7,300,17:40,20,50,0,,2019-20
390,Adam Johnson\johnsad01,25,PIT,C,7,1,1,2,-1,2,0.2,1,0,0,0,5,20.0,47,6:42,3,4,0,,2019-20
391,Erik Johnson\johnser01,31,COL,D,59,3,13,16,9,20,3.1,3,0,0,1,99,3.0,1242,21:03,115,97,0,,2019-20
392,Jack Johnson\johnsja02,33,PIT,D,67,3,8,11,-1,26,2.5,2,0,1,0,63,4.8,1304,19:28,97,183,0,,2019-20
393,Luke Johnson\johnslu01,25,MIN,C,3,0,0,0,-3,0,-0.2,0,0,0,0,1,0.0,35,11:35,0,6,16,50.0,2019-20
394,Tyler Johnson\johnsty01,29,TBL,C,65,14,17,31,9,16,3.1,13,1,0,2,113,12.4,945,14:33,22,62,173,49.0,2019-20
395,Andreas Johnsson\johnsan01,25,TOR,LW,43,8,13,21,0,14,1.6,4,4,0,1,78,10.3,677,15:45,21,43,0,0.0,2019-20
396,Ross Johnston\johnsro02,25,NYI,LW,32,3,1,4,1,78,0.3,3,0,0,0,16,18.8,256,7:59,14,93,1,100.0,2019-20
397,Henri Jokiharju\jokihhe01,20,BUF,D,69,4,11,15,-6,32,2.6,3,1,0,0,78,5.1,1188,17:13,63,74,0,,2019-20
398,Caleb Jones\jonesca01,22,EDM,D,43,4,5,9,-1,10,1.9,4,0,0,1,38,10.5,608,14:08,46,33,0,,2019-20
399,Max Jones\jonesma03,21,ANA,LW,59,8,4,12,-6,36,0.5,7,0,1,0,102,7.8,842,14:16,18,82,11,40.7,2019-20
400,Seth Jones\jonesse01,25,CBJ,D,56,6,24,30,10,20,6.5,4,2,0,0,126,4.8,1416,25:17,123,62,0,,2019-20
401,Mathieu Joseph\josepma01,22,TBL,RW,37,4,3,7,-2,16,0.2,4,0,0,0,35,11.4,426,11:31,10,47,4,28.6,2019-20
402,Roman Josi\josiro01,29,NSH,D,69,16,49,65,22,41,10.9,12,4,0,1,260,6.2,1779,25:47,108,52,0,,2019-20
403,Tyson Jost\jostty01,21,COL,C,67,8,15,23,11,22,2.0,7,1,0,0,115,7.0,855,12:46,18,58,85,33.3,2019-20
404,Tomas Jurco\jurcoto01,27,EDM,RW,12,0,2,2,1,4,0.1,0,0,0,0,7,0.0,120,9:59,3,4,2,50.0,2019-20
405,Nazem Kadri\kadrina01,29,COL,C,51,19,17,36,7,97,4.2,15,4,0,1,133,14.3,889,17:26,9,61,407,56.8,2019-20
406,Dominik Kahun\kahundo01,24,TOT,C,56,12,19,31,8,8,3.4,11,1,0,2,87,13.8,744,13:17,22,5,29,48.3,2019-20
407,Kaapo Kakko\kakkoka01,18,NYR,RW,66,10,13,23,-26,14,0.5,8,2,0,3,109,9.2,942,14:17,11,20,2,33.3,2019-20
408,Vladislav Kamenev\kamenvl01,23,COL,LW,38,1,7,8,-2,8,0.2,1,0,0,1,32,3.1,341,8:59,16,34,57,53.3,2019-20
409,David Kampf\kampfda01,25,CHI,C,70,8,8,16,-11,8,0.3,7,0,1,2,90,8.9,957,13:40,26,52,313,52.3,2019-20
410,Steven Kampfer\kampfst01,31,BOS,D,10,0,2,2,2,2,0.5,0,0,0,0,13,0.0,136,13:38,8,15,0,,2019-20
411,Evander Kane\kaneev01,28,SJS,LW,64,26,21,47,-12,122,5.1,10,14,2,6,216,12.0,1250,19:32,25,135,106,52.7,2019-20
412,Patrick Kane\kanepa01,31,CHI,RW,70,33,51,84,8,40,9.6,25,8,0,2,275,12.0,1494,21:20,19,24,1,25.0,2019-20
413,Kasperi Kapanen\kapanka01,23,TOR,RW,69,13,23,36,0,22,2.9,11,0,2,2,121,10.7,1090,15:47,17,73,2,13.3,2019-20
414,Erik Karlsson\karlser01,29,SJS,D,56,6,34,40,-15,16,5.5,4,1,1,0,120,5.0,1373,24:31,74,26,0,,2019-20
415,Melker Karlsson\karlsme01,29,SJS,C,61,6,6,12,-7,20,0.5,6,0,0,0,56,10.7,748,12:16,39,38,14,45.2,2019-20
416,William Karlsson\karlswi01,27,VEG,C,63,15,31,46,11,16,4.6,11,2,2,1,138,10.9,1189,18:52,38,40,491,51.9,2019-20
417,David Kase\kaseda01,23,PHI,RW,6,1,0,1,1,0,0.1,1,0,0,1,5,20.0,59,9:47,1,4,1,100.0,2019-20
418,Ondrej Kase\kaseon01,24,TOT,RW,55,7,17,24,-7,14,1.5,6,0,1,0,144,4.9,910,16:33,17,13,6,20.7,2019-20
419,Zack Kassian\kassiza01,29,EDM,RW,59,15,19,34,0,69,3.6,15,0,0,1,99,15.2,924,15:40,8,157,1,33.3,2019-20
420,Martin Kaut\kautma01,20,COL,RW,9,2,1,3,-1,2,0.3,1,1,0,0,13,15.4,91,10:08,0,9,1,100.0,2019-20
421,Duncan Keith\keithdu01,36,CHI,D,61,3,24,27,1,18,4.2,1,2,0,0,111,2.7,1488,24:23,117,26,0,,2019-20
422,Clayton Keller\kellecl01,21,ARI,C,70,17,27,44,-6,28,4.4,15,2,0,2,184,9.2,1141,16:18,13,20,8,38.1,2019-20
423,Joel Kellman\kellmjo01,25,SJS,F,31,3,4,7,-1,4,0.5,3,0,0,1,31,9.7,359,11:35,18,28,112,47.1,2019-20
424,Adrian Kempe\kempead01,23,LAK,LW,69,11,21,32,-10,29,2.4,7,2,2,2,148,7.4,1105,16:01,17,71,92,41.3,2019-20
425,Michal Kempny\kempnmi01,29,WSH,D,58,3,15,18,19,22,3.9,3,0,0,0,73,4.1,1081,18:38,72,42,0,,2019-20
426,Alexander Kerfoot\kerfoal01,25,TOR,C,65,9,19,28,-2,32,1.8,8,1,0,1,88,10.2,960,14:46,41,48,191,46.9,2019-20
427,Phil Kessel\kesseph01,32,ARI,RW,70,14,24,38,-21,22,2.8,5,9,0,2,153,9.2,1200,17:09,20,11,2,22.2,2019-20
428,Jujhar Khaira\khairju01,25,EDM,LW,64,6,4,10,-19,38,-0.3,6,0,0,1,69,8.7,802,12:32,30,136,34,51.5,2019-20
429,Alex Killorn\killoal01,30,TBL,C,68,26,23,49,19,20,6.0,18,8,0,7,130,20.0,1219,17:56,15,59,5,26.3,2019-20
430,Joel Kiviranta\kivirjo01,23,DAL,F,11,1,0,1,-1,4,0.0,1,0,0,0,13,7.7,117,10:39,3,17,0,,2019-20
431,Oscar Klefbom\klefbos01,26,EDM,D,62,5,29,34,-17,24,4.4,3,2,0,0,159,3.1,1576,25:25,180,45,0,,2019-20
432,John Klingberg\klingjo01,27,DAL,D,58,6,26,32,-10,22,5.0,4,2,0,0,120,5.0,1286,22:10,72,29,0,,2019-20
433,Nikolai Knyzhov\knyzhni01,21,SJS,D,3,0,0,0,-1,2,0.0,0,0,0,0,0,,32,10:49,4,4,0,,2019-20
434,Slater Koekkoek\koekksl01,25,CHI,D,42,1,9,10,3,42,1.9,1,0,0,1,47,2.1,704,16:45,58,64,0,,2019-20
435,Mikko Koivu\koivumi01,36,MIN,C,55,4,17,21,2,28,1.1,3,1,0,0,74,5.4,856,15:34,33,25,431,53.1,2019-20
436,Otto Koivula\koivuot01,21,NYI,LW,12,0,0,0,0,2,-0.2,0,0,0,0,4,0.0,95,7:55,4,12,24,36.9,2019-20
437,Keegan Kolesar\koleske01,22,VEG,RW,1,0,0,0,0,0,0.0,0,0,0,0,1,0.0,12,12:06,0,2,1,100.0,2019-20
438,Leo Komarov\komarle01,33,NYI,C,48,4,10,14,2,10,0.9,4,0,0,1,46,8.7,605,12:36,29,123,34,39.5,2019-20
439,Travis Konecny\konectr01,22,PHI,C,66,24,37,61,-1,28,6.7,19,5,0,3,141,17.0,1109,16:48,30,63,24,49.0,2019-20
440,Anze Kopitar\kopitan01,32,LAK,C,70,21,41,62,6,16,6.5,13,7,1,5,135,15.6,1473,21:02,56,49,777,55.2,2019-20
441,Egor Korshkov\korsheg01,23,TOR,F,1,1,0,1,1,0,0.2,1,0,0,0,1,100.0,10,10:08,0,1,0,,2019-20
442,Klim Kostin\kostikl01,20,STL,C,4,1,0,1,1,0,0.2,1,0,0,0,5,20.0,34,8:32,0,6,0,,2019-20
443,Jesperi Kotkaniemi\kotkaje01,19,MTL,C,36,6,2,8,-11,23,0.2,5,1,0,0,55,10.9,468,13:00,16,51,125,42.8,2019-20
444,Ilya Kovalchuk\kovalil01,36,TOT,LW,46,10,16,26,-4,18,2.3,8,2,0,3,115,8.7,780,16:58,23,52,8,33.3,2019-20
445,Chris Kreider\kreidch01,28,NYR,LW,63,24,21,45,13,58,5.4,15,9,0,5,156,15.4,1087,17:15,42,116,53,43.1,2019-20
446,David Krejci\krejcda01,33,BOS,C,61,13,30,43,14,23,4.5,10,3,0,3,83,15.7,1048,17:10,32,37,370,50.2,2019-20
447,Torey Krug\krugto01,28,BOS,D,61,9,40,49,-4,33,6.7,7,2,0,4,144,6.3,1250,20:29,48,36,0,,2019-20
448,Dominik Kubalík\kubaldo01,24,CHI,LW,68,30,16,46,2,16,6.1,26,4,0,3,157,19.1,977,14:22,17,79,6,31.6,2019-20
449,Nikita Kucherov\kucheni01,26,TBL,RW,68,33,52,85,26,38,10.5,29,4,0,6,210,15.7,1283,18:52,19,37,0,0.0,2019-20
450,Karson Kuhlman\kuhlmka01,24,BOS,C,25,1,5,6,3,13,0.3,0,1,0,0,45,2.2,313,12:32,8,36,1,25.0,2019-20
451,Tom Kuhnhackl\kuhnhto01,28,NYI,RW,28,3,3,6,-4,2,0.3,3,0,0,1,28,10.7,316,11:18,22,31,0,,2019-20
452,Dean Kukan\kukande01,26,CBJ,D,33,1,4,5,-9,12,0.7,0,1,0,0,51,2.0,527,15:58,28,24,0,,2019-20
453,Brett Kulak\kulakbr01,26,MTL,D,56,0,7,7,-1,12,1.4,0,0,0,0,101,0.0,960,17:08,50,59,0,,2019-20
454,Dmitry Kulikov\kulikdm01,29,WPG,D,51,2,8,10,-4,32,1.8,2,0,0,1,54,3.7,1021,20:01,77,104,0,,2019-20
455,Luke Kunin\kuninlu01,22,MIN,C,63,15,16,31,-10,55,2.6,14,0,1,1,128,11.7,974,15:28,54,64,210,44.5,2019-20
456,Janne Kuokkanen\kuokkja01,21,NJD,C,1,0,0,0,0,0,0.0,0,0,0,0,0,,12,12:04,0,3,0,,2019-20
457,Sean Kuraly\kuralse01,27,BOS,C,69,6,17,23,-2,34,1.4,6,0,0,0,95,6.3,917,13:17,31,145,254,48.8,2019-20
458,Evgeny Kuznetsov\kuzneev01,27,WSH,C,63,19,33,52,-2,40,5.1,13,6,0,0,129,14.7,1124,17:51,16,35,348,43.3,2019-20
459,Oliver Kylington\kylinol01,22,CGY,D,48,2,5,7,-6,16,1.2,2,0,0,0,37,5.4,658,13:42,34,36,0,,2019-20
460,Jordan Kyrou\kyroujo01,21,STL,C,28,4,5,9,1,8,0.9,4,0,0,0,39,10.3,305,10:54,8,8,2,40.0,2019-20
461,Joel L'Esperance\lespejo01,24,DAL,RW,3,1,0,1,0,2,0.2,1,0,0,0,2,50.0,22,7:21,1,1,0,0.0,2019-20
462,Kevin Labanc\labanke01,24,SJS,RW,70,14,19,33,-33,38,1.9,11,3,0,3,176,8.0,1125,16:04,24,46,2,16.7,2019-20
463,Andrew Ladd\laddan01,34,NYI,LW,4,1,0,1,2,4,0.2,1,0,0,0,5,20.0,48,11:58,0,23,0,,2019-20
464,Paul Ladue\laduepa01,27,LAK,D,2,0,1,1,0,0,0.1,0,0,0,0,2,0.0,26,12:48,3,2,0,,2019-20
465,Sam Lafferty\laffesa01,24,PIT,C,50,6,7,13,5,23,1.3,6,0,0,1,56,10.7,481,9:37,17,95,117,49.6,2019-20
466,William Lagesson\lageswi01,23,EDM,D,8,0,0,0,-4,0,-0.2,0,0,0,0,8,0.0,95,11:52,12,4,0,,2019-20
467,Patrik Laine\lainepa01,21,WPG,RW,68,28,35,63,8,22,7.1,20,8,0,1,226,12.4,1320,19:25,35,97,10,37.0,2019-20
468,Maxime Lajoie\lajoima01,22,OTT,D,6,0,0,0,0,0,0.0,0,0,0,0,3,0.0,47,7:49,3,2,0,,2019-20
469,Gabriel Landeskog\landega01,27,COL,LW,54,21,23,44,-2,47,4.6,15,6,0,4,145,14.5,1082,20:02,35,86,274,56.4,2019-20
470,Dylan Larkin\larkidy01,23,DET,C,71,19,34,53,-21,39,4.5,14,5,0,0,223,8.5,1509,21:15,45,52,715,52.5,2019-20
471,Adam Larsson\larssad01,27,EDM,D,49,1,5,6,0,35,1.8,1,0,0,0,61,1.6,972,19:50,82,112,0,,2019-20
472,Jacob Larsson\larssja01,22,ANA,D,60,2,9,11,-9,12,1.7,2,0,0,0,58,3.4,969,16:09,57,34,0,,2019-20
473,Johan Larsson\larssjo02,27,BUF,LW,62,6,12,18,8,26,1.3,6,0,0,0,60,10.0,924,14:54,31,85,322,48.1,2019-20
474,Brian Lashoff\lashobr01,29,DET,D,9,0,1,1,1,6,0.4,0,0,0,0,6,0.0,131,14:33,7,16,0,,2019-20
475,Scott Laughton\laughsc01,25,PHI,C,49,13,14,27,13,26,3.3,13,0,0,2,74,17.6,716,14:36,26,109,146,53.9,2019-20
476,Jeremy Lauzon\lauzoje01,22,BOS,D,19,1,1,2,5,29,0.9,1,0,0,0,20,5.0,293,15:25,23,32,0,,2019-20
477,Curtis Lazar\lazarcu01,24,BUF,C,38,5,5,10,-3,9,0.7,5,0,0,0,33,15.2,450,11:50,24,70,185,51.2,2019-20
478,Nick Leddy\leddyni01,28,NYI,D,60,3,18,21,-1,14,3.7,2,1,0,0,72,4.2,1267,21:07,72,62,0,,2019-20
479,Anders Lee\leean01,29,NYI,LW,68,20,23,43,8,47,4.7,18,2,0,6,195,10.3,1244,18:18,50,102,90,45.2,2019-20
480,Artturi Lehkonen\lehkoar01,24,MTL,LW,70,13,14,27,2,24,2.4,12,0,1,1,140,9.3,1080,15:26,38,120,12,46.2,2019-20
481,Brendan Leipsic\leipsbr01,25,WSH,LW,61,3,8,11,3,13,0.5,3,0,0,1,49,6.1,559,9:10,20,57,9,42.9,2019-20
482,Josh Leivo\leivojo01,26,VAN,LW,36,7,12,19,0,4,1.7,7,0,0,0,69,10.1,540,15:01,8,17,10,58.8,2019-20
483,Brendan Lemieux\lemiebr01,23,NYR,LW,59,6,12,18,-14,111,0.4,3,2,1,0,86,7.0,759,12:52,52,164,18,36.7,2019-20
484,Otto Leskinen\leskiot01,22,MTL,D,5,0,0,0,0,0,0.0,0,0,0,0,2,0.0,51,10:18,1,13,0,,2019-20
485,Kris Letang\letankr01,32,PIT,D,61,15,29,44,0,38,7.4,9,6,0,2,177,8.5,1569,25:44,91,101,0,,2019-20
486,Mark Letestu\letesma01,34,WPG,C,7,0,0,0,0,0,-0.1,0,0,0,0,5,0.0,74,10:36,5,3,25,54.3,2019-20
487,Maxim Letunov\letunma01,23,SJS,C,3,1,0,1,0,0,0.2,1,0,0,0,3,33.3,27,9:05,1,0,3,50.0,2019-20
488,Tyler Lewington\lewinty01,25,WSH,D,6,0,0,0,-2,17,-0.1,0,0,0,0,2,0.0,61,10:10,7,13,0,,2019-20
489,Trevor Lewis\lewistr01,33,LAK,C,56,6,6,12,-7,16,0.6,6,0,0,1,92,6.5,666,11:54,22,68,45,38.8,2019-20
490,Jakob Lilja\liljaja01,26,CBJ,F,37,2,3,5,5,2,0.4,2,0,0,0,23,8.7,366,9:54,25,18,2,50.0,2019-20
491,Timothy Liljegren\liljeti01,20,TOR,D,11,0,1,1,-5,2,-0.2,0,0,0,0,2,0.0,113,10:18,10,8,0,,2019-20
492,Oskar Lindblom\lindbos01,23,PHI,LW,30,11,7,18,4,4,2.2,8,3,0,0,72,15.3,528,17:37,16,31,13,40.6,2019-20
493,Esa Lindell\lindees01,25,DAL,D,69,3,20,23,5,12,5.4,2,1,0,2,98,3.1,1615,23:25,127,89,0,,2019-20
494,Ryan Lindgren\lindgry01,21,NYR,D,60,1,13,14,16,47,3.2,1,0,0,0,47,2.1,994,16:34,70,94,0,,2019-20
495,Anton Lindholm\lindhan01,25,COL,D,4,0,1,1,1,0,0.2,0,0,0,0,1,0.0,47,11:47,5,5,0,,2019-20
496,Elias Lindholm\lindhel01,25,CGY,C,70,29,25,54,-8,22,6.1,21,8,0,7,169,17.2,1381,19:43,41,93,395,49.3,2019-20
497,Hampus Lindholm\lindhha01,26,ANA,D,55,2,20,22,-10,34,3.0,1,1,0,1,109,1.8,1269,23:04,71,34,0,,2019-20
498,Par Lindholm\lindhpa01,28,BOS,C,40,3,3,6,6,4,0.4,3,0,0,1,35,8.6,450,11:15,26,23,132,45.8,2019-20
499,Gustav Lindstrom\lindsgu01,21,DET,D,16,0,1,1,-6,14,0.1,0,0,0,0,9,0.0,265,16:32,15,19,0,,2019-20
500,Bryan Little\littlbr01,32,WPG,RW,7,2,3,5,4,2,0.7,2,0,0,1,13,15.4,113,16:09,3,3,48,45.3,2019-20
501,Blake Lizotte\lizotbl01,22,LAK,C,65,6,17,23,-4,20,1.5,2,2,2,0,87,6.9,907,13:58,22,42,312,50.2,2019-20
502,Adam Lowry\lowryad01,26,WPG,LW,49,4,6,10,-4,23,0.0,3,0,1,1,68,5.9,733,14:58,22,137,349,53.8,2019-20
503,Milan Lucic\lucicmi01,31,CGY,LW,68,8,12,20,-6,54,1.2,3,5,0,1,83,9.6,907,13:20,20,198,20,43.5,2019-20
504,Matt Luff\luffma01,22,LAK,RW,18,1,4,5,-5,2,0.1,1,0,0,0,25,4.0,187,10:22,5,16,0,0.0,2019-20
505,Isac Lundestrom\lundeis01,20,ANA,C,15,0,4,4,-2,0,0.0,0,0,0,0,10,0.0,209,13:55,8,5,65,46.8,2019-20
506,Eetu Luostarinen\luostee01,21,CAR,C,8,0,1,1,-2,0,-0.1,0,0,0,0,9,0.0,80,9:59,2,9,33,52.4,2019-20
507,Joona Luoto\luotojo01,22,WPG,F,16,0,0,0,-3,2,-0.3,0,0,0,0,9,0.0,105,6:35,8,10,0,,2019-20
508,Ilya Lyubushkin\lyubuil01,25,ARI,D,51,0,4,4,4,18,1.6,0,0,0,0,41,0.0,724,14:11,53,151,0,,2019-20
509,Olli Maatta\maattol01,25,CHI,D,65,4,13,17,0,20,3.0,4,0,0,0,80,5.0,1197,18:25,110,119,0,,2019-20
510,Kurtis MacDermid\macdeku01,25,LAK,D,45,3,5,8,-9,47,1.3,3,0,0,0,51,5.9,617,13:43,43,95,0,,2019-20
511,Mackenzie MacEachern\maceama01,25,STL,LW,51,7,3,10,2,33,1.1,7,0,0,2,63,11.1,457,8:57,13,82,1,25.0,2019-20
512,Zack MacEwen\macewza01,23,VAN,C,17,5,1,6,6,20,1.0,5,0,0,0,17,29.4,163,9:37,5,41,1,50.0,2019-20
513,Ryan MacInnis\macinry01,23,CBJ,C,10,0,1,1,1,0,0.0,0,0,0,0,13,0.0,94,9:21,3,8,10,37.0,2019-20
514,Nathan MacKinnon\mackina01,24,COL,C,69,35,58,93,13,12,10.8,23,12,0,4,318,11.0,1464,21:13,31,51,363,43.2,2019-20
515,Josh Mahura\mahurjo01,21,ANA,D,11,1,3,4,-3,2,0.5,1,0,0,0,11,9.1,179,16:14,11,2,0,,2019-20
516,Cale Makar\makarca01,21,COL,D,57,12,38,50,12,12,7.7,8,4,0,4,121,9.9,1198,21:01,47,45,0,,2019-20
517,Beck Malenstyn\malenbe01,21,WSH,LW,3,0,0,0,-1,0,-0.1,0,0,0,0,4,0.0,28,9:16,1,5,0,,2019-20
518,Denis Malgin\malgide01,23,TOT,C,44,4,8,12,-9,14,0.3,3,1,0,0,50,8.0,528,11:59,16,35,65,39.9,2019-20
519,Evgeni Malkin\malkiev01,33,PIT,C,55,25,49,74,7,58,8.5,18,7,0,5,171,14.6,1074,19:31,22,38,441,50.3,2019-20
520,Andrew Mangiapane\mangian01,23,CGY,LW,68,17,15,32,4,18,3.8,17,0,0,2,109,15.6,932,13:42,25,73,12,27.9,2019-20
521,Brandon Manning\mannibr01,29,EDM,D,9,1,0,1,-1,17,0.2,1,0,0,0,8,12.5,99,11:03,6,10,0,,2019-20
522,Josh Manson\mansojo01,28,ANA,D,50,1,8,9,-10,37,1.3,1,0,0,0,64,1.6,1032,20:38,65,113,0,,2019-20
523,Anthony Mantha\manthan01,25,DET,RW,43,16,22,38,-7,34,4.1,10,6,0,3,137,11.7,812,18:54,25,49,16,42.1,2019-20
524,Brad Marchand\marchbr03,31,BOS,LW,70,28,59,87,25,82,10.4,22,5,1,5,185,15.1,1362,19:27,19,55,22,43.1,2019-20
525,Jonathan Marchessault\audymjo01,29,VEG,C,66,22,25,47,6,28,5.4,16,6,0,3,235,9.4,1141,17:17,12,99,58,42.6,2019-20
526,Mason Marchment\marchma01,24,TOR,F,4,0,1,1,0,0,0.0,0,0,0,0,3,0.0,32,8:05,0,3,1,100.0,2019-20
527,Martin Marincin\marinma01,27,TOR,D,26,1,3,4,-1,14,0.6,1,0,0,1,28,3.6,395,15:12,43,22,0,,2019-20
528,John Marino\marinjo01,22,PIT,D,56,6,20,26,17,20,5.6,5,1,0,0,61,9.8,1134,20:15,77,72,0,,2019-20
529,Patrick Marleau\marlepa01,40,TOT,C,66,11,11,22,-5,14,1.7,10,1,0,3,117,9.4,1028,15:35,24,57,36,47.4,2019-20
530,Mitch Marner\marnemi01,22,TOR,RW,59,16,51,67,6,16,6.2,10,6,0,2,154,10.4,1272,21:33,37,24,7,26.9,2019-20
531,Pat Maroon\maroopa01,31,TBL,LW,64,9,14,23,4,71,1.9,8,1,0,1,80,11.3,794,12:25,13,104,6,66.7,2019-20
532,Matt Martin\martima02,30,NYI,LW,55,5,3,8,-1,40,0.4,5,0,0,2,49,10.2,573,10:25,24,242,3,42.9,2019-20
533,Alec Martinez\martial01,32,TOT,D,51,3,13,16,-4,23,3.0,3,0,0,0,75,4.0,1097,21:30,117,43,0,,2019-20
534,Jordan Martinook\martijo01,27,CAR,LW,45,2,11,13,-2,22,0.6,2,0,0,1,44,4.5,507,11:16,23,72,66,51.6,2019-20
535,Mike Matheson\mathemi01,25,FLA,D,59,8,12,20,-1,14,3.2,7,1,0,1,104,7.7,1064,18:02,53,44,0,,2019-20
536,Stefan Matteau\mattest02,25,CBJ,LW,9,2,1,3,0,5,0.4,2,0,0,0,18,11.1,111,12:22,10,27,0,,2019-20
537,Auston Matthews\matthau01,22,TOR,C,70,47,33,80,19,8,10.8,35,12,0,5,290,16.2,1468,20:58,60,40,506,54.9,2019-20
538,Scott Mayfield\mayfisc01,27,NYI,D,67,5,8,13,8,53,3.9,5,0,0,1,98,5.1,1336,19:57,117,93,0,,2019-20
539,Gerald Mayhew\mayhege01,27,MIN,F,13,2,0,2,4,2,0.3,2,0,0,0,16,12.5,150,11:33,6,11,3,50.0,2019-20
540,Charlie McAvoy\mcavoch01,22,BOS,D,67,5,27,32,24,41,6.9,4,1,0,1,101,5.0,1552,23:10,131,131,0,,2019-20
541,Jake McCabe\mccabja01,26,BUF,D,66,3,10,13,-11,41,2.0,2,0,1,1,75,4.0,1223,18:32,90,91,0,,2019-20
542,Jared McCann\mccanja01,23,PIT,C,66,14,21,35,6,17,3.5,12,2,0,4,150,9.3,1006,15:15,27,89,265,46.4,2019-20
543,Connor McDavid\mcdavco01,23,EDM,C,64,34,63,97,-6,28,10.9,23,11,0,6,212,16.0,1399,21:52,18,37,320,47.8,2019-20
544,Ryan McDonagh\mcdonry01,30,TBL,D,50,1,11,12,7,19,2.4,1,0,0,0,50,2.0,1035,20:42,101,36,0,,2019-20
545,Brock McGinn\mcginbr01,25,CAR,LW,68,7,10,17,-4,17,0.8,5,0,2,1,93,7.5,898,13:12,28,80,15,38.5,2019-20
546,Dylan McIlrath\mcilrdy01,27,DET,D,16,0,0,0,-4,23,0.1,0,0,0,0,14,0.0,237,14:49,12,48,0,,2019-20
547,Greg McKegg\mckeggr01,27,NYR,C,53,5,4,9,-2,17,0.4,4,0,1,0,40,12.5,507,9:34,24,69,104,49.3,2019-20
